,WorkerId,WorkTimeInSeconds,Input.pdf_url,Input.Category,Answer.question
735,A34QZDSTKZ3JO9,71,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--359388952.pdf,Ask a question that is not answerable with the document.,When did the author write this article?
736,A33EE91AZUG1LW,3273,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--381013405.pdf,Ask a question about the structure of the document.,What is the last thing done before the adjourning of the meeting?
737,A34QZDSTKZ3JO9,215,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--32678956.pdf,Ask for specific content to be extracted from the document.,Can you get me the names of all the people that worked on this article?
738,A2R2YZTSME1K3F,2178,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--54761134.pdf,Ask a question that can’t be answered with just the document.,What are the surnames of all the attendees on Thursday?
739,A34QZDSTKZ3JO9,68,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--48008637.pdf,Ask a question about a figure in the document.,What should I know about figure 1 on page 1?
740,A2R2YZTSME1K3F,393,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--381013405.pdf,Ask for a summary of parts of the document or the full document.,Could you quickly summarise the Food Drive for Philabundance section?
741,AURYD2FH3FUOQ,883,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--48008637.pdf,Ask a question about the document.,"In table 3, which station had the highest average flow rate?"
742,A26ZENZ5G8AEGM,185,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--32678956.pdf,Ask for a rewrite of some text in the document.,"Can you rewrite the abstract in an easy-to-understand format? Here is the abstract: Common variable immunodeficiency (CVID) is an heterogeneous syndrome characterized by decreased levels of serum Ig and recurrent bacterial infection. Here, we were interested to study whether a qualitative defect of the affinity Ab maturation process could be combined to the low level of serum Ig in a cohort of 38 CVID patients. For this, we designed a novel and rapid screening test for the detection of hypomutated V gene expressed by memory B cells. This test delineated a subset of 9/38 (23%) CVID patients with an abnormal pattern of Ig V gene mutation. The mean frequency of V gene mutation of this subset was significantly lower (1.74%) compared with other CVID patients (5.46%) and normal donors (6.5%) (p < 0.0001). The mean age of this subgroup was significantly higher than other hypogammaglobulinemic patients with normal levels of V gene mutation (p < 0.02), whereas no difference in the duration of symptoms was noted between the two groups. This suggests that hypomutation characterizes patients who began CVID late in life. Recently, it was shown that non-Ig sequences, such as the intronic BCL-6 gene, could be the target of the somatic hypermutation process in normal memory B cells. Our finding of a normal mutation frequency of the BCL-6 gene in two hypomutated CVID point to a defect of the Ig targeting of hypermutation machinery in these cases. The Journal of Immunology, 2000, 165: 4725–4730."
743,A2R2YZTSME1K3F,3002,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--54761134.pdf,Ask a question that needs multiple parts of the document to answer.,Who attended on Monday but not Friday?
744,A34QZDSTKZ3JO9,122,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--48008637.pdf,Ask a question about a table in the document.,Can you convert the temperatures in table 1 on page four to Farenheit?
745,A2R2YZTSME1K3F,911,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--381013405.pdf,Ask for specific content to be extracted from the document.,What is all the money made or raised throughout the document?
746,A2TBXASXZIRNNW,257,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--32678956.pdf,Ask a question that can’t be answered with just the document.,Who founded the Journal of Immunology?
747,A2TBXASXZIRNNW,356,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--48008637.pdf,Ask a question about the structure of the document.,What is page 6 mainly about?
748,A2R2YZTSME1K3F,322,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--54761134.pdf,Ask about the type of the document.,Is this document a week's summary?
749,A2TBXASXZIRNNW,345,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--48008637.pdf,Ask for a summary of parts of the document or the full document.,Can you give me a short summary about page 3?
750,A34QZDSTKZ3JO9,79,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--381013405.pdf,Ask for a rewrite of some text in the document.,"Can you rewrite the part where it says, ""Plaza	there	now	is	scheduled	for	renovation	– introduce	fountain	and	seating.	 Much	like	11th and	passyunk."""
751,A34QZDSTKZ3JO9,74,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--54761134.pdf,Ask a question that is not answerable with the document.,What company is this for?
752,A32CMQGGTSUK6Z,317,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--48008637.pdf,Ask for specific content to be extracted from the document.,"For Bangladesh, what is the best solution to the problem presented here?"
753,A2TBXASXZIRNNW,305,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--32678956.pdf,Ask a question that needs multiple parts of the document to answer.,What is the main difference between pages 1 and 4?
754,A2TBXASXZIRNNW,704,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--381013405.pdf,Ask a question that can’t be answered with just the document.,Where was Joseph F. Marino born?
755,A2R2YZTSME1K3F,1536,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--182134295.pdf,Ask a question about a figure in the document.,N/A There are no figures in this document.
756,A38DC3BG1ZCVZ2,387,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--32678956.pdf,Ask about the type of the document.,would this document be considered medical research or is it more technological research?
757,A33EE91AZUG1LW,3205,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--48008637.pdf,Ask for a rewrite of some text in the document.,Can you rewrite a different more understandable real world example of Power Generation from pressure reduction in the natural gas supply chain in Bangladesh?
758,A34QZDSTKZ3JO9,58,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--381013405.pdf,Ask a question that needs multiple parts of the document to answer.,Did any of the old business overlap with any of the new business?
759,A34QZDSTKZ3JO9,193,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--182134295.pdf,Ask a question about the document.,Who is the main target audience of this article?
760,A1NF6PELRKACS9,1520,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--48008637.pdf,Ask a question that can’t be answered with just the document.,Which is the main evidence mentioned in the five tables that supports the conclusion the most?
761,A38DC3BG1ZCVZ2,65,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--32678956.pdf,Ask a question that is not answerable with the document.,What is L. Hammarstrom's first name?
762,A1GGOZPHYU0OC0,249,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--182134295.pdf,Ask a question about a table in the document.,What is a reason to put your coaches' phone number down?
763,A1NF6PELRKACS9,309,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--48008637.pdf,Ask a question that needs multiple parts of the document to answer.,What is the main supporting evidence for the conclusion drawn in the paper?
764,A320QA9HJFUOZO,1433,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--381013405.pdf,Ask about the type of the document.,Is this document a calendar for upcoming events?
765,A2TBXASXZIRNNW,243,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--181908068.pdf,Ask a question about a figure in the document.,What is the main idea from page 3?
766,A2TBXASXZIRNNW,310,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--182134295.pdf,Ask a question about the structure of the document.,What is the main idea of page 1?
767,A1GGOZPHYU0OC0,208,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--48008637.pdf,Ask about the type of the document.,What are usually used in the gas processing plants or in deep-cut straddle plants to recover NGL?
768,A38DC3BG1ZCVZ2,49,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--381013405.pdf,Ask a question that is not answerable with the document.,How many people have keys?
769,A33EE91AZUG1LW,78,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--181908068.pdf,Ask a question about the document.,When does empty toilet paper roll needed by?
770,A38DC3BG1ZCVZ2,2684,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--48008637.pdf,Ask a question that is not answerable with the document.,Where did Mohammed Mahbubur Rahman go to high school?
771,A2TBXASXZIRNNW,266,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--182134295.pdf,Ask for a summary of parts of the document or the full document.,Can you give me a simple summary about page 1?
772,A2R2YZTSME1K3F,1919,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--245571290.pdf,Ask a question about a figure in the document.,N/A There are no figures in this document.
773,A2R2YZTSME1K3F,555,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--105816352.pdf,Ask a question about a figure in the document.,N/A There are no figures in this document.
774,A3QJ14Y7N8VQ42,65,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--181908068.pdf,Ask a question about a table in the document.,Can you provide a concise summary of the announcements section?
775,A33EE91AZUG1LW,151,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--182134295.pdf,Ask for specific content to be extracted from the document.,How many bar dips does the author believe needs to be done that would be show good work ethic?
776,A38DC3BG1ZCVZ2,715,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--245571290.pdf,Ask a question about the document.,If my child is a beginner where can they learn?
777,A34QZDSTKZ3JO9,53,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--105816352.pdf,Ask a question about the document.,How do I get in touch with Rudy Perkins by phone?
778,A38DC3BG1ZCVZ2,2731,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--181908068.pdf,Ask a question about the structure of the document.,"On page one in the calendar, what is listed as a holiday?"
779,A2R2YZTSME1K3F,1828,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--245571290.pdf,Ask a question about a table in the document.,N/A There are no tables in this document.
780,A1NF6PELRKACS9,212,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--105816352.pdf,Ask a question about a table in the document.,"Can you convert the details in the ""Be Kind To Your Teeth"" section into a single paragraph?"
781,A2R2YZTSME1K3F,1138,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--182134295.pdf,Ask for a rewrite of some text in the document.,"Could you rewrite this paragraph without using the first-person?: ""I would like to know what kind of work ethics you have as I believe the key to success everywhere is self discipline and self motivation but I have never found a good way to find this out before you come to my school. However if you can repeat well in swi m series and can chin yourself 20 time and do 30 bar dips and 200 sit ups and have good grades you must have spent some time working at these so you must be pretty self disciplined and self motivated or so it seems to me."""
782,A2TBXASXZIRNNW,698,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--181908068.pdf,Ask for a summary of parts of the document or the full document.,Can you give me a short summary about page 1?
783,A2TBXASXZIRNNW,711,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--182134295.pdf,Ask a question that can’t be answered with just the document.,When was the NCAA founded?
784,A2TBXASXZIRNNW,304,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--181908068.pdf,Ask for specific content to be extracted from the document.,What is happening on each Thursday?
785,A2R2YZTSME1K3F,331,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--105816352.pdf,Ask a question about the structure of the document.,What is the general idea of the Real Estate Corner section?
786,A2TBXASXZIRNNW,717,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--245571290.pdf,Ask a question about the structure of the document.,What is the main idea from page 2?
787,A1NF6PELRKACS9,822,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--182134295.pdf,Ask a question that needs multiple parts of the document to answer.,Can you explain in ten bullet points what college coaches need to know about recruits according to this document?
788,A2WQT33K6LD9Z5,2979,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--105816352.pdf,Ask for a summary of parts of the document or the full document.,Give me a brief summary of the safety features that my home may not have.
789,A38DC3BG1ZCVZ2,38,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--181908068.pdf,Ask for a rewrite of some text in the document.,Write the event in January 3 in complete sentences.
790,A2TBXASXZIRNNW,503,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--245571290.pdf,Ask for a summary of parts of the document or the full document.,Can you give me a simple summary of page 1?
791,A2TBXASXZIRNNW,213,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--182134295.pdf,Ask about the type of the document.,Is this document about college baseball?
792,A1NZFJHVJ9CNTO,139,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--105816352.pdf,Ask for specific content to be extracted from the document.,"According to AARP.org, what are the most important factors in determining the value of an item in your attic?"
793,A2R2YZTSME1K3F,469,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--181908068.pdf,Ask a question that can’t be answered with just the document.,What books were enjoyed in other months besides December?
794,A34QZDSTKZ3JO9,84,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--245571290.pdf,Ask for specific content to be extracted from the document.,Can you list the names of all the competitions?
795,AURYD2FH3FUOQ,1963,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--105816352.pdf,Ask for a rewrite of some text in the document.,How should spinach be stored?
796,A38DC3BG1ZCVZ2,56,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--182134295.pdf,Ask a question that is not answerable with the document.,What sources did Newland use for this information?
797,A320QA9HJFUOZO,1681,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--181908068.pdf,Ask a question that needs multiple parts of the document to answer.,Which events are taking place between January 9th and 15th?
798,A38DC3BG1ZCVZ2,30,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--245571290.pdf,Ask for a rewrite of some text in the document.,Write the senior rankings in paragraph form.
799,A320QA9HJFUOZO,1186,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--105816352.pdf,Ask a question that can’t be answered with just the document.,What was the main topic of the previous RPR Newsletter?
800,A38DC3BG1ZCVZ2,2613,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--181908068.pdf,Ask about the type of the document.,Is this paper published by a university?
801,A2TBXASXZIRNNW,214,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--188353982.pdf,Ask a question about a figure in the document.,What is the key idea from page 1?
802,A3QJ14Y7N8VQ42,89,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--245571290.pdf,Ask a question that can’t be answered with just the document.,Give a short summary of the document
803,AURYD2FH3FUOQ,1763,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--181908068.pdf,Ask a question that is not answerable with the document.,What  denomination is practiced at this church?
804,A2R2YZTSME1K3F,2981,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--105816352.pdf,Ask a question that needs multiple parts of the document to answer.,Which sections discuss food?
805,A38DC3BG1ZCVZ2,2941,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--188353982.pdf,Ask a question about the document.,How much of the workday do meetings take up for executives?
806,A1NF6PELRKACS9,455,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--245571290.pdf,Ask a question that needs multiple parts of the document to answer.,How do the rankings between men and women differ in the championships?
807,A2R2YZTSME1K3F,478,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--76152326.pdf,Ask a question about a figure in the document.,N/A There are no figures in this document.
808,A2R2YZTSME1K3F,1892,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--188353982.pdf,Ask a question about a table in the document.,N/A There are no tables in this document.
809,A1GGOZPHYU0OC0,229,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--245571290.pdf,Ask about the type of the document.,Who was selected to represent Great Britain at foil in April 2008's World Junior Championships in Italy?
810,A38DC3BG1ZCVZ2,27,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--105816352.pdf,Ask about the type of the document.,Is this document a press release?
811,A34QZDSTKZ3JO9,189,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--76152326.pdf,Ask a question about the document.,When did the meeting start?
812,A2R2YZTSME1K3F,291,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--188353982.pdf,Ask a question about the structure of the document.,What ideas are presented in the 3M Meeting Network section?
813,AURYD2FH3FUOQ,2162,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--105816352.pdf,Ask a question that is not answerable with the document.,How many copies of this newsletter were distributed?
814,A38DC3BG1ZCVZ2,1158,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--245571290.pdf,Ask a question that is not answerable with the document.,Who is the Danish champion?
815,A1NF6PELRKACS9,724,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--188353982.pdf,Ask for a summary of parts of the document or the full document.,What are the five main things required to make sure that meetings work according to the document?
816,A3QJ14Y7N8VQ42,66,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--76152326.pdf,Ask a question about a table in the document.,Can you give a detailed summary of section e.II?
817,A2R2YZTSME1K3F,356,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--19037874.pdf,Ask a question about a figure in the document.,N/A Document contains no figures.
818,A2R2YZTSME1K3F,515,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--4691194.pdf,Ask a question about a figure in the document.,N/A No figures are in this document.
819,A33EE91AZUG1LW,1215,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--188353982.pdf,Ask for specific content to be extracted from the document.,How much more meeting space does Jon Ryburg suggest than 20 years ago?
820,A1MJVTR0PCKBWW,295,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--4691194.pdf,Ask a question about the document.,Who is the name of the instructor for LIS 603?
821,A1GGOZPHYU0OC0,184,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--19037874.pdf,Ask a question about the document.,What is the minimum grade required in each Tech department course?
822,A1MJVTR0PCKBWW,95,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--76152326.pdf,Ask a question about the structure of the document.,What time is the next meeting on November 21st?
823,A38DC3BG1ZCVZ2,51,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--188353982.pdf,Ask for a rewrite of some text in the document.,"What is the contact information for the 3M Visual Systems Division in Phoenix, AZ?"
824,A1GGOZPHYU0OC0,156,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--76152326.pdf,Ask for a summary of parts of the document or the full document.,Who informed DC that it was proposed at an Executive Committee (EC) meeting to move DC to faculty governance structure as a CLA standing committee?
825,A33EE91AZUG1LW,126,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--19037874.pdf,Ask a question about a table in the document.,What is the highest level of class you can take in the AMterials and Processes and History section?
826,A38DC3BG1ZCVZ2,36,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--4691194.pdf,Ask a question about a table in the document.,If someone gets an 81.2 what grade are they awarded?
827,A2R2YZTSME1K3F,809,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--76152326.pdf,Ask for specific content to be extracted from the document.,Who are all the people mentioned in the Minutes?
828,A34QZDSTKZ3JO9,40,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--188353982.pdf,Ask a question that can’t be answered with just the document.,Where do I go to get a job at 3M?
829,A34QZDSTKZ3JO9,29,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--19037874.pdf,Ask a question about the structure of the document.,What should I understand after reading part II?
830,A2TBXASXZIRNNW,428,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--76152326.pdf,Ask for a rewrite of some text in the document.,"Can you simplify this: ""Jade offered for others to send an email to her or Stephanie with feedback after meeting or share in meeting."""
831,A320QA9HJFUOZO,1617,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--4691194.pdf,Ask a question about the structure of the document.,Which texts are required for the Week One course readings on page 4?
832,A2R2YZTSME1K3F,535,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--188353982.pdf,Ask a question that needs multiple parts of the document to answer.,What are the similarities between the best tips and the helpful hints?
833,A34QZDSTKZ3JO9,44,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--76152326.pdf,Ask a question that can’t be answered with just the document.,When was Rollings College founded?
834,A2TBXASXZIRNNW,239,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--19037874.pdf,Ask for a summary of parts of the document or the full document.,Can you give me a short summary about page 1?
835,A34QZDSTKZ3JO9,54,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--4691194.pdf,Ask for a summary of parts of the document or the full document.,Can you summarize the course description in two sentences?
836,A38DC3BG1ZCVZ2,30,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--188353982.pdf,Ask about the type of the document.,Is this a specific meetings minutes?
837,A320QA9HJFUOZO,3409,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--76152326.pdf,Ask a question that needs multiple parts of the document to answer.,Which people presented information during the discussion phase of the meeting?
838,A34QZDSTKZ3JO9,50,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--19037874.pdf,Ask for specific content to be extracted from the document.,Can you give me a list of art classes that will need to be taken?
839,A2TBXASXZIRNNW,315,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--4691194.pdf,Ask for specific content to be extracted from the document.,What are all the courses in this document?
840,A2TBXASXZIRNNW,239,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--188353982.pdf,Ask a question that is not answerable with the document.,When was 3M founded?
841,A1NF6PELRKACS9,3046,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--76152326.pdf,Ask about the type of the document.,Is this document an official article released by the college?
842,A38DC3BG1ZCVZ2,1404,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--19037874.pdf,Ask for a rewrite of some text in the document.,For the major requirements section combine the two sentences.
843,A1MJVTR0PCKBWW,73,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--4691194.pdf,Ask for a rewrite of some text in the document.,What is Week One going to be about?
844,A34QZDSTKZ3JO9,83,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--300302713.pdf,Ask a question about a figure in the document.,What information is given in the table on page 3?
845,A38DC3BG1ZCVZ2,220,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--76152326.pdf,Ask a question that is not answerable with the document.,When does President Cornwell's term end?
846,A2R2YZTSME1K3F,263,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--19037874.pdf,Ask a question that can’t be answered with just the document.,How many of the listed courses are available to take online?
847,A2TBXASXZIRNNW,194,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--4691194.pdf,Ask a question that can’t be answered with just the document.,When was the University of Kentucky founded?
848,A1GGOZPHYU0OC0,118,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--300302713.pdf,Ask a question about the document.,What type of distributed monitoring systems do functional monitoring problems arise immediately in?
849,A33EE91AZUG1LW,3156,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--19037874.pdf,Ask a question that needs multiple parts of the document to answer.,How many 3000 level courses are there in the Major Requirements for degree code 576*?
850,A2TBXASXZIRNNW,356,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--4691194.pdf,Ask a question that needs multiple parts of the document to answer.,What is the main difference between pages 2 and 4?
851,A320QA9HJFUOZO,1661,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--271508771.pdf,Ask a question about a figure in the document.,What is the second to last item listed under the Related Topics section on Page 3?
852,A32CMQGGTSUK6Z,238,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--300302713.pdf,Ask a question about a table in the document.,What is the key tenet of phase 1?
853,A33EE91AZUG1LW,3240,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--4691194.pdf,Ask about the type of the document.,Is this document dealing with a university course selection?
854,A1MJVTR0PCKBWW,45,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--271508771.pdf,Ask a question about the document.,Where did the terminally ill father return home from?
855,A38DC3BG1ZCVZ2,18,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--19037874.pdf,Ask about the type of the document.,Is this the table of contents of a book?
856,A2TBXASXZIRNNW,258,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--300302713.pdf,Ask a question about the structure of the document.,What is the main idea from page 8?
857,A34QZDSTKZ3JO9,76,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--4691194.pdf,Ask a question that is not answerable with the document.,Can you tell me the names of the other schools in which the author has worked?
858,A2R2YZTSME1K3F,1461,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--271508771.pdf,Ask a question about a table in the document.,N/A There are no tables in this document.
859,A2TBXASXZIRNNW,256,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--359166357.pdf,Ask a question about a figure in the document.,What is the main idea from page 1?
860,A38DC3BG1ZCVZ2,47,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--19037874.pdf,Ask a question that is not answerable with the document.,What are some common minors for Bachelor of Science?
861,A1NF6PELRKACS9,278,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--271508771.pdf,Ask a question about the structure of the document.,Write a paragraph summarising the battle Mr Nugent had to face.
862,A1NKBXOTZAI1YK,56,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--300302713.pdf,Ask for a summary of parts of the document or the full document.,Can you provide a succinct summary of the results?
863,A38DC3BG1ZCVZ2,331,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--359166357.pdf,Ask a question about the document.,what are some important dates mentioned in the document?
864,A2R2YZTSME1K3F,2222,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--24045290.pdf,Ask a question about a figure in the document.,N/A There are no figures in the document.
865,A2TBXASXZIRNNW,201,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--271508771.pdf,Ask for a summary of parts of the document or the full document.,Can you give me a simple summary about page 2?
866,A34QZDSTKZ3JO9,40,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--359166357.pdf,Ask a question about a table in the document.,Where in the table on the first page do I find when the case was filed?
867,A2TBXASXZIRNNW,275,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--271508771.pdf,Ask for specific content to be extracted from the document.,What are all the genetic disorders mentioned in the article?
868,A2R2YZTSME1K3F,794,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--24045290.pdf,Ask a question about the document.,What did Joshua command the seventh time around?
869,A1NF6PELRKACS9,3177,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--300302713.pdf,Ask for specific content to be extracted from the document.,List all the theorems mentioned in the document.
870,A32CMQGGTSUK6Z,317,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--359166357.pdf,Ask a question about the structure of the document.,What are all the things Edwards did wrong in the document?
871,A320QA9HJFUOZO,1696,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--359166357.pdf,Ask for a summary of parts of the document or the full document.,Can you summarize the Case Statement in a short and easy to understand way?
872,A1NF6PELRKACS9,1097,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--24045290.pdf,Ask a question about a table in the document.,"What is the modern language interpretation of the two quotes mentioned in the section 2. ""Declare the Lord as the only hope"" mentioned in the document?"
873,A1NF6PELRKACS9,3263,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--300302713.pdf,Ask for a rewrite of some text in the document.,Rewrite the abstract mentioned in the document in a less formal tone.
